text,label,label_name
想问一下和家人沟通会不会顺利给我一点建议,relationship,感情/人际
最近容易和别人发生冲突吗,relationship,感情/人际
我想知道最近容易和别人发生冲突吗谢谢,relationship,感情/人际
我想知道最近容易和别人发生冲突吗,relationship,感情/人际
最近最近容易和别人发生冲突吗会有好结果吗,relationship,感情/人际
最近最近容易和别人发生冲突吗,relationship,感情/人际
我该怎么处理暧昧关系,relationship,感情/人际
请问我该怎么处理暧昧关系会有好结果吗,relationship,感情/人际
请问我该怎么处理暧昧关系,relationship,感情/人际
我该怎么处理暧昧关系应该怎么办,relationship,感情/人际
我该怎么处理暧昧关系谢谢,relationship,感情/人际
团队关系是否稳定,relationship,感情/人际
帮我看看团队关系是否稳定会有好结果吗,relationship,感情/人际
帮我看看团队关系是否稳定谢谢,relationship,感情/人际
团队关系是否稳定会有好结果吗,relationship,感情/人际
团队关系是否稳定应该怎么办,relationship,感情/人际
我的桃花运怎么样,relationship,感情/人际
我的桃花运怎么样给我一点建议,relationship,感情/人际
我想知道我的桃花运怎么样应该怎么办,relationship,感情/人际
我想知道我的桃花运怎么样会有好结果吗,relationship,感情/人际
我们之间的误会能解开吗,relationship,感情/人际
我想知道我们之间的误会能解开吗麻烦分析一下,relationship,感情/人际
我想知道我们之间的误会能解开吗应该怎么办,relationship,感情/人际
最近我们之间的误会能解开吗谢谢,relationship,感情/人际
最近我们之间的误会能解开吗麻烦分析一下,relationship,感情/人际
这段关系是不是该冷静一下,relationship,感情/人际
请问这段关系是不是该冷静一下给我一点建议,relationship,感情/人际
请问这段关系是不是该冷静一下谢谢,relationship,感情/人际
想问一下这段关系是不是该冷静一下应该怎么办,relationship,感情/人际
想问一下这段关系是不是该冷静一下麻烦分析一下,relationship,感情/人际
和室友相处会不会好转,relationship,感情/人际
帮我看看和室友相处会不会好转,relationship,感情/人际
帮我看看和室友相处会不会好转应该怎么办,relationship,感情/人际
想问一下和室友相处会不会好转给我一点建议,relationship,感情/人际
想问一下和室友相处会不会好转会有好结果吗,relationship,感情/人际
我在人际关系中需要注意什么,relationship,感情/人际
我想知道我在人际关系中需要注意什么,relationship,感情/人际
我想知道我在人际关系中需要注意什么会有好结果吗,relationship,感情/人际
我在人际关系中需要注意什么谢谢,relationship,感情/人际
我在人际关系中需要注意什么会有好结果吗,relationship,感情/人际
最近财运如何,wealth,财运/投资
想问一下最近财运如何麻烦分析一下,wealth,财运/投资
想问一下最近财运如何,wealth,财运/投资
请问最近财运如何谢谢,wealth,财运/投资
请问最近财运如何麻烦分析一下,wealth,财运/投资
适合投资吗,wealth,财运/投资
想问一下适合投资吗给我一点建议,wealth,财运/投资
想问一下适合投资吗会有好结果吗,wealth,财运/投资
请问适合投资吗应该怎么办,wealth,财运/投资
请问适合投资吗麻烦分析一下,wealth,财运/投资
这个月会不会破财,wealth,财运/投资
我想知道这个月会不会破财,wealth,财运/投资
我想知道这个月会不会破财会有好结果吗,wealth,财运/投资
最近这个月会不会破财麻烦分析一下,wealth,财运/投资
最近这个月会不会破财,wealth,财运/投资
股票基金要不要买,wealth,财运/投资
请问股票基金要不要买,wealth,财运/投资
请问股票基金要不要买应该怎么办,wealth,财运/投资
想问一下股票基金要不要买应该怎么办,wealth,财运/投资
想问一下股票基金要不要买会有好结果吗,wealth,财运/投资
兼职收入会增加吗,wealth,财运/投资
请问兼职收入会增加吗麻烦分析一下,wealth,财运/投资
请问兼职收入会增加吗会有好结果吗,wealth,财运/投资
想问一下兼职收入会增加吗谢谢,wealth,财运/投资
想问一下兼职收入会增加吗麻烦分析一下,wealth,财运/投资
最近能不能存下钱,wealth,财运/投资
请问最近能不能存下钱会有好结果吗,wealth,财运/投资
请问最近能不能存下钱给我一点建议,wealth,财运/投资
想问一下最近能不能存下钱麻烦分析一下,wealth,财运/投资
想问一下最近能不能存下钱,wealth,财运/投资
这笔钱能不能收回来,wealth,财运/投资
这笔钱能不能收回来麻烦分析一下,wealth,财运/投资
帮我看看这笔钱能不能收回来,wealth,财运/投资
帮我看看这笔钱能不能收回来麻烦分析一下,wealth,财运/投资
现在适合做副业吗,wealth,财运/投资
请问现在适合做副业吗谢谢,wealth,财运/投资
请问现在适合做副业吗给我一点建议,wealth,财运/投资
想问一下现在适合做副业吗会有好结果吗,wealth,财运/投资
想问一下现在适合做副业吗给我一点建议,wealth,财运/投资
这个项目能赚钱吗,wealth,财运/投资
我想知道这个项目能赚钱吗,wealth,财运/投资
我想知道这个项目能赚钱吗应该怎么办,wealth,财运/投资
这个项目能赚钱吗应该怎么办,wealth,财运/投资
这个项目能赚钱吗谢谢,wealth,财运/投资
我适合创业投资吗,wealth,财运/投资
我想知道我适合创业投资吗麻烦分析一下,wealth,财运/投资
我想知道我适合创业投资吗会有好结果吗,wealth,财运/投资
我适合创业投资吗会有好结果吗,wealth,财运/投资
我适合创业投资吗谢谢,wealth,财运/投资
最近消费要注意什么,wealth,财运/投资
帮我看看最近消费要注意什么,wealth,财运/投资
帮我看看最近消费要注意什么麻烦分析一下,wealth,财运/投资
请问最近消费要注意什么麻烦分析一下,wealth,财运/投资
请问最近消费要注意什么,wealth,财运/投资
会不会有意外支出,wealth,财运/投资
想问一下会不会有意外支出应该怎么办,wealth,财运/投资
想问一下会不会有意外支出谢谢,wealth,财运/投资
请问会不会有意外支出应该怎么办,wealth,财运/投资
请问会不会有意外支出,wealth,财运/投资
财务压力能缓解吗,wealth,财运/投资
想问一下财务压力能缓解吗给我一点建议,wealth,财运/投资
想问一下财务压力能缓解吗会有好结果吗,wealth,财运/投资
我想知道财务压力能缓解吗应该怎么办,wealth,财运/投资
我想知道财务压力能缓解吗谢谢,wealth,财运/投资
奖学金有没有希望,wealth,财运/投资
请问奖学金有没有希望谢谢,wealth,财运/投资
请问奖学金有没有希望给我一点建议,wealth,财运/投资
最近奖学金有没有希望,wealth,财运/投资
最近奖学金有没有希望谢谢,wealth,财运/投资
是否适合购买设备,wealth,财运/投资
最近是否适合购买设备给我一点建议,wealth,财运/投资
最近是否适合购买设备谢谢,wealth,财运/投资
想问一下是否适合购买设备麻烦分析一下,wealth,财运/投资
想问一下是否适合购买设备谢谢,wealth,财运/投资
这次合作收益如何,wealth,财运/投资
最近这次合作收益如何给我一点建议,wealth,财运/投资
最近这次合作收益如何,wealth,财运/投资
这次合作收益如何给我一点建议,wealth,财运/投资
这次合作收益如何谢谢,wealth,财运/投资
能不能拿到奖金,wealth,财运/投资
请问能不能拿到奖金麻烦分析一下,wealth,财运/投资
请问能不能拿到奖金应该怎么办,wealth,财运/投资
帮我看看能不能拿到奖金谢谢,wealth,财运/投资
帮我看看能不能拿到奖金应该怎么办,wealth,财运/投资
收入会不会增长,wealth,财运/投资
收入会不会增长给我一点建议,wealth,财运/投资
收入会不会增长麻烦分析一下,wealth,财运/投资
请问收入会不会增长麻烦分析一下,wealth,财运/投资
请问收入会不会增长,wealth,财运/投资
资金周转是否顺利,wealth,财运/投资
想问一下资金周转是否顺利应该怎么办,wealth,财运/投资
想问一下资金周转是否顺利会有好结果吗,wealth,财运/投资
最近资金周转是否顺利给我一点建议,wealth,财运/投资
最近资金周转是否顺利会有好结果吗,wealth,财运/投资
理财计划要不要调整,wealth,财运/投资
想问一下理财计划要不要调整,wealth,财运/投资
想问一下理财计划要不要调整麻烦分析一下,wealth,财运/投资
理财计划要不要调整谢谢,wealth,财运/投资
理财计划要不要调整会有好结果吗,wealth,财运/投资
最近身体状态如何,health,健康/状态
想问一下最近身体状态如何,health,健康/状态
想问一下最近身体状态如何会有好结果吗,health,健康/状态
最近身体状态如何给我一点建议,health,健康/状态
最近身体状态如何麻烦分析一下,health,健康/状态
最近总是很累怎么办,health,健康/状态
最近最近总是很累怎么办给我一点建议,health,健康/状态
最近最近总是很累怎么办会有好结果吗,health,健康/状态
想问一下最近总是很累怎么办会有好结果吗,health,健康/状态
想问一下最近总是很累怎么办,health,健康/状态
压力大睡不好会改善吗,health,健康/状态
帮我看看压力大睡不好会改善吗谢谢,health,健康/状态
帮我看看压力大睡不好会改善吗麻烦分析一下,health,健康/状态
我想知道压力大睡不好会改善吗,health,健康/状态
我想知道压力大睡不好会改善吗给我一点建议,health,健康/状态
健康方面需要注意什么,health,健康/状态
健康方面需要注意什么会有好结果吗,health,健康/状态
健康方面需要注意什么谢谢,health,健康/状态
我想知道健康方面需要注意什么麻烦分析一下,health,健康/状态
我想知道健康方面需要注意什么给我一点建议,health,健康/状态
最近情绪很焦虑怎么办,health,健康/状态
最近情绪很焦虑怎么办会有好结果吗,health,健康/状态
最近情绪很焦虑怎么办麻烦分析一下,health,健康/状态
想问一下最近情绪很焦虑怎么办应该怎么办,health,健康/状态
想问一下最近情绪很焦虑怎么办,health,健康/状态
身体恢复会顺利吗,health,健康/状态
最近身体恢复会顺利吗会有好结果吗,health,健康/状态
最近身体恢复会顺利吗麻烦分析一下,health,健康/状态
想问一下身体恢复会顺利吗应该怎么办,health,健康/状态
想问一下身体恢复会顺利吗给我一点建议,health,健康/状态
运动计划是否适合继续,health,健康/状态
想问一下运动计划是否适合继续应该怎么办,health,健康/状态
想问一下运动计划是否适合继续麻烦分析一下,health,健康/状态
帮我看看运动计划是否适合继续会有好结果吗,health,健康/状态
帮我看看运动计划是否适合继续谢谢,health,健康/状态
最近精神状态不好,health,健康/状态
请问最近精神状态不好应该怎么办,health,健康/状态
请问最近精神状态不好给我一点建议,health,健康/状态
帮我看看最近精神状态不好应该怎么办,health,健康/状态
帮我看看最近精神状态不好谢谢,health,健康/状态
会不会因为熬夜影响健康,health,健康/状态
我想知道会不会因为熬夜影响健康麻烦分析一下,health,健康/状态
我想知道会不会因为熬夜影响健康给我一点建议,health,健康/状态
最近会不会因为熬夜影响健康会有好结果吗,health,健康/状态
最近会不会因为熬夜影响健康,health,健康/状态
我需要休息一段时间吗,health,健康/状态
想问一下我需要休息一段时间吗谢谢,health,健康/状态
想问一下我需要休息一段时间吗给我一点建议,health,健康/状态
最近我需要休息一段时间吗会有好结果吗,health,健康/状态
最近我需要休息一段时间吗应该怎么办,health,健康/状态
焦虑状态能不能缓解,health,健康/状态
最近焦虑状态能不能缓解给我一点建议,health,健康/状态
最近焦虑状态能不能缓解应该怎么办,health,健康/状态
想问一下焦虑状态能不能缓解给我一点建议,health,健康/状态
想问一下焦虑状态能不能缓解谢谢,health,健康/状态
最近适合减肥吗,health,健康/状态
我想知道最近适合减肥吗应该怎么办,health,健康/状态
我想知道最近适合减肥吗谢谢,health,健康/状态
帮我看看最近适合减肥吗应该怎么办,health,健康/状态
帮我看看最近适合减肥吗,health,健康/状态
作息要不要调整,health,健康/状态
想问一下作息要不要调整应该怎么办,health,健康/状态
想问一下作息要不要调整会有好结果吗,health,健康/状态
我想知道作息要不要调整麻烦分析一下,health,健康/状态
我想知道作息要不要调整,health,健康/状态
身体不舒服需要注意什么,health,健康/状态
请问身体不舒服需要注意什么谢谢,health,健康/状态
请问身体不舒服需要注意什么应该怎么办,health,健康/状态
想问一下身体不舒服需要注意什么谢谢,health,健康/状态
想问一下身体不舒服需要注意什么,health,健康/状态
心理压力很大怎么办,health,健康/状态
心理压力很大怎么办给我一点建议,health,健康/状态
心理压力很大怎么办会有好结果吗,health,健康/状态
请问心理压力很大怎么办,health,健康/状态
请问心理压力很大怎么办给我一点建议,health,健康/状态
最近精力不足怎么改善,health,健康/状态
帮我看看最近精力不足怎么改善谢谢,health,健康/状态
帮我看看最近精力不足怎么改善给我一点建议,health,健康/状态
我想知道最近精力不足怎么改善给我一点建议,health,健康/状态
我想知道最近精力不足怎么改善应该怎么办,health,健康/状态
适不适合高强度工作,health,健康/状态
请问适不适合高强度工作应该怎么办,health,健康/状态
请问适不适合高强度工作,health,健康/状态
最近适不适合高强度工作,health,健康/状态
最近适不适合高强度工作给我一点建议,health,健康/状态
需要减少熬夜吗,health,健康/状态
请问需要减少熬夜吗应该怎么办,health,健康/状态
请问需要减少熬夜吗会有好结果吗,health,健康/状态
最近需要减少熬夜吗给我一点建议,health,健康/状态
最近需要减少熬夜吗,health,健康/状态
健康运势如何,health,健康/状态
我想知道健康运势如何,health,健康/状态
我想知道健康运势如何给我一点建议,health,健康/状态
请问健康运势如何谢谢,health,健康/状态
请问健康运势如何给我一点建议,health,健康/状态
恢复状态怎么样,health,健康/状态
最近恢复状态怎么样会有好结果吗,health,健康/状态
最近恢复状态怎么样应该怎么办,health,健康/状态
我想知道恢复状态怎么样麻烦分析一下,health,健康/状态
我想知道恢复状态怎么样给我一点建议,health,健康/状态
今天整体运势如何,general,综合/其他
我想知道今天整体运势如何给我一点建议,general,综合/其他
我想知道今天整体运势如何会有好结果吗,general,综合/其他
最近今天整体运势如何给我一点建议,general,综合/其他
最近今天整体运势如何谢谢,general,综合/其他
最近会不会顺利,general,综合/其他
最近最近会不会顺利给我一点建议,general,综合/其他
最近最近会不会顺利麻烦分析一下,general,综合/其他
帮我看看最近会不会顺利谢谢,general,综合/其他
帮我看看最近会不会顺利麻烦分析一下,general,综合/其他
这个选择应该怎么做,general,综合/其他
我想知道这个选择应该怎么做应该怎么办,general,综合/其他
我想知道这个选择应该怎么做谢谢,general,综合/其他
帮我看看这个选择应该怎么做麻烦分析一下,general,综合/其他
帮我看看这个选择应该怎么做给我一点建议,general,综合/其他
我现在需要注意什么,general,综合/其他
我现在需要注意什么谢谢,general,综合/其他
我现在需要注意什么麻烦分析一下,general,综合/其他
想问一下我现在需要注意什么麻烦分析一下,general,综合/其他
想问一下我现在需要注意什么应该怎么办,general,综合/其他
未来一段时间会变好吗,general,综合/其他
我想知道未来一段时间会变好吗谢谢,general,综合/其他
我想知道未来一段时间会变好吗应该怎么办,general,综合/其他
未来一段时间会变好吗谢谢,general,综合/其他
未来一段时间会变好吗给我一点建议,general,综合/其他
这件事有没有转机,general,综合/其他
最近这件事有没有转机应该怎么办,general,综合/其他
最近这件事有没有转机谢谢,general,综合/其他
请问这件事有没有转机,general,综合/其他
请问这件事有没有转机给我一点建议,general,综合/其他
我该坚持还是放弃,general,综合/其他
帮我看看我该坚持还是放弃会有好结果吗,general,综合/其他
帮我看看我该坚持还是放弃给我一点建议,general,综合/其他
想问一下我该坚持还是放弃给我一点建议,general,综合/其他
想问一下我该坚持还是放弃,general,综合/其他
最近整体状态如何,general,综合/其他
请问最近整体状态如何给我一点建议,general,综合/其他
请问最近整体状态如何会有好结果吗,general,综合/其他
帮我看看最近整体状态如何应该怎么办,general,综合/其他
帮我看看最近整体状态如何,general,综合/其他
这件事能不能成功,general,综合/其他
我想知道这件事能不能成功给我一点建议,general,综合/其他
我想知道这件事能不能成功,general,综合/其他
帮我看看这件事能不能成功麻烦分析一下,general,综合/其他
帮我看看这件事能不能成功应该怎么办,general,综合/其他
